"team","season","nodes","edges","density","vertex_connectivity","edge_connectivity","num_component","max_component_size","biconnected_components","cohesive_blocks","max_cohesion","cent_indegree","cent_outdegree","cent_inclo","cent_outclo","cent_betw","centr_eigen","walktrap_communities","walktrap_modularity","edge_betweenness_communities","edge_betweenness_modularity","louvain_communities","louvain_modularity","best_modularity","tau_rankedcluster","tau_cluster","tau_balance"
"MEM","2023-24",33,594,0.5625,4,4,1,33,5,7,14,0.3544921875,0.3544921875,0.220388056371905,0.220628735940483,0.0645107007036227,0.327612081390651,2,0.156662018614881,4,0.0281660601525922,2,0.159533648170012,0.159533648170012,NA,NA,NA
"MIA","2023-24",21,356,0.847619047619048,9,9,1,21,5,2,14,0.16,0.16,0.135427316644708,0.133769559605113,0.00797201601932639,0.142511472579853,2,0.0103364474182553,4,0.0023986870344654,2,0.0317443545465523,0.0317443545465523,NA,NA,NA
"MIL","2023-24",21,293,0.697619047619048,1,1,1,21,5,5,13,0.2125,0.265,0.143610911530349,0.18961428685999,0.0953935905103668,0.230946181635299,3,0.000844506051322674,5,0.00938857761884245,3,0.0606817890554915,0.0606817890554915,NA,NA,NA
"MIN","2023-24",18,248,0.810457516339869,9,9,1,18,5,2,11,0.200692041522491,0.200692041522491,0.170676027431984,0.171233040751145,0.0129988847657533,0.187420612912775,2,0.0509560353798127,3,0.00289412070759626,2,0.063366087175611,0.063366087175611,NA,NA,NA
"NOP","2023-24",20,256,0.673684210526316,1,1,1,20,5,4,12,0.28808864265928,0.28808864265928,0.195896023805753,0.1905781694051,0.0781417976708835,0.238805781098559,4,0.0377883911132812,8,0.0014801025390625,2,0.069636678200692,0.069636678200692,NA,NA,NA
"NYK","2023-24",26,338,0.52,1,1,1,26,5,0,0,0.4592,0.4592,0.298362364644538,0.295961899709587,0.127610384264285,0.411572176503352,2,0.120557753580057,7,0.0271349042400477,3,0.124861111111111,0.124861111111111,NA,NA,NA
"OKC","2023-24",22,364,0.787878787878788,5,5,1,22,5,5,14,0.222222222222222,0.222222222222222,0.174466325796375,0.178076344698748,0.0244111022512383,0.187577232163915,2,0.0184609346697259,4,0.00655868856418285,3,0.0394594594594594,0.0394594594594594,NA,NA,NA
"ORL","2023-24",18,242,0.790849673202614,2,2,1,18,5,3,12,0.15916955017301,0.15916955017301,0.11512084710045,0.117185330149726,0.0355703939113154,0.164619052816595,3,0.0185096646403935,3,0.00963048972064736,2,0.042112,0.042112,NA,NA,NA
"PHI","2023-24",27,396,0.564102564102564,0,0,1,27,5,7,13,0.332840236686391,0.332840236686391,NA,0.219490994069217,0.0654825186995392,0.327763158791585,3,0.100146031017243,7,0.0500140291806959,2,0.106136299368461,0.106136299368461,NA,NA,NA
"PHX","2023-24",22,340,0.735930735930736,6,6,1,22,5,4,13,0.276643990929705,0.276643990929705,0.209781198297948,0.21116524305917,0.0346536827999413,0.220169338544939,2,0.0476643598615917,7,0.0107525951557094,3,0.0660062147081426,0.0660062147081426,NA,NA,NA
"POR","2023-24",22,357,0.772727272727273,9,9,1,22,5,4,13,0.238095238095238,0.188208616780045,0.188975294316909,0.139228534099134,0.016365531357028,0.194350954520177,1,0,1,0,2,0.038460389978799,0.038460389978799,NA,NA,NA
"SAC","2023-24",20,289,0.760526315789474,3,3,1,20,5,5,13,0.25207756232687,0.25207756232687,0.195369970338523,0.191149909576864,0.0500294907035442,0.198103151797787,2,0.0109433555632715,3,0.00466948432130854,2,0.0508760866627629,0.0508760866627629,NA,NA,NA
"SAS","2023-24",20,283,0.744736842105263,4,4,1,20,5,4,13,0.268698060941828,0.268698060941828,0.202863469341116,0.205696042887224,0.0390645912344897,0.218513885282855,2,0.0900435765211203,6,0.0205271635305723,2,0.0782276224432351,0.0900435765211203,NA,NA,NA
"TOR","2023-24",30,477,0.548275862068966,2,2,1,30,5,7,13,0.431629013079667,0.431629013079667,0.284463786463608,0.284374693741443,0.0856597764172811,0.381436229387925,2,0.156129548321313,9,0.0142882885258582,2,0.157067888379842,0.157067888379842,NA,NA,NA
"UTA","2023-24",21,344,0.819047619047619,10,10,1,21,5,0,0,0.1925,0.1925,0.1589073088747,0.158653035370427,0.013810136747927,0.221263131991949,2,0.0660407652785289,7,0.0210417793401839,3,0.0744484079799181,0.0744484079799181,NA,NA,NA
"WAS","2023-24",24,372,0.673913043478261,1,1,1,24,5,0,0,0.253308128544423,0.298676748582231,0.170005639087142,0.20844076314526,0.0665264342523423,0.258255409072266,3,0.0139647647126835,4,0.00205226037692208,3,0.0594244140782303,0.0594244140782303,NA,NA,NA
"ATL","2024-25",21,326,0.776190476190476,6,6,1,21,5,3,12,0.235,0.235,0.185707779148955,0.185937092522572,0.0243490944362655,0.20074280470744,2,0.0103127705220369,1,0,2,0.0555371900826446,0.0555371900826446,NA,NA,NA
"BOS","2024-25",18,267,0.872549019607843,8,8,1,18,5,2,13,0.134948096885813,0.134948096885813,0.114767386810176,0.117138978304522,0.0078880408086723,0.119926889171921,1,0,1,0,2,0.0113865741938823,0.0113865741938823,NA,NA,NA
"BKN","2024-25",24,387,0.701086956521739,2,2,1,24,5,0,0,0.268431001890359,0.268431001890359,0.186982889597779,0.185616229406915,0.0380292340866142,0.245978135576429,3,0.0181045476700786,6,0.0226081498841548,2,0.0643536293127883,0.0643536293127883,NA,NA,NA
"CHA","2024-25",27,494,0.703703703703704,5,5,1,27,5,5,14,0.267751479289941,0.267751479289941,0.188301689655328,0.187730618811738,0.02661206611047,0.249837061473215,2,0.0565142028225344,6,0.000299136193020799,2,0.0833637561308551,0.0833637561308551,NA,NA,NA
"CHI","2024-25",22,350,0.757575757575758,5,5,1,22,5,0,0,0.256235827664399,0.256235827664399,0.197105863702324,0.196313029050946,0.0295627237463972,0.208659598302394,2,0.0345877551020408,5,0.00297142857142862,3,0.0469918500656268,0.0469918500656268,NA,NA,NA
"CLE","2024-25",21,307,0.730952380952381,6,6,1,21,5,5,12,0.2825,0.2825,0.217245234535995,0.215705616514956,0.041856351981352,0.236292576401565,3,0.0573215630935076,5,0.0274697874778512,2,0.0983407034768145,0.0983407034768145,NA,NA,NA
"DAL","2024-25",24,414,0.75,9,9,1,24,5,0,0,0.262759924385633,0.262759924385633,0.199963546604226,0.201141999111493,0.0193247120640144,0.224063071916102,2,0.0320515064528926,1,0,2,0.0599267761281193,0.0599267761281193,NA,NA,NA
"DEN","2024-25",17,228,0.838235294117647,6,6,1,17,5,3,12,0.171875,0.171875,0.144508858283529,0.143132370188291,0.0161758510586636,0.147520553744728,1,0,1,0,2,0.0321046373365041,0.0321046373365041,NA,NA,NA
"DET","2024-25",21,257,0.611904761904762,2,2,1,21,5,6,11,0.4075,0.4075,0.28887965723695,0.286620218984736,0.128772627591707,0.326996165981992,2,0.0892367787551666,8,0.0306741964299232,3,0.128673094582185,0.128673094582185,NA,NA,NA
"GSW","2024-25",23,349,0.689723320158103,3,3,1,23,5,5,13,0.229338842975207,0.229338842975207,0.148221780824346,0.148105077269167,0.054560184933314,0.230644831196545,3,0.0482220999827587,6,0.000476186566612857,2,0.0751799015275849,0.0751799015275849,NA,NA,NA
"HOU","2024-25",18,243,0.794117647058823,7,7,1,18,5,0,0,0.221453287197232,0.221453287197232,0.174270014572327,0.177445373784838,0.0262935053700625,0.180419780901053,2,0.041287744076953,4,0.0197801825602465,2,0.066528,0.066528,NA,NA,NA
"IND","2024-25",22,284,0.614718614718615,1,1,1,22,5,0,0,0.356009070294785,0.306122448979592,0.23904356062166,0.194760001767505,0.0686025246077267,0.301403079353376,3,0.0710486510612974,5,0.00805891688157123,2,0.0795964644361146,0.0795964644361146,NA,NA,NA
"LAC","2024-25",23,336,0.66403162055336,2,2,1,23,5,5,12,0.303719008264463,0.256198347107438,0.210455200749278,0.168140593195918,0.0726168757234282,0.270898389133618,5,0.0431193310657596,6,0.0353245464852607,3,0.0841552555140604,0.0841552555140604,NA,NA,NA
"LAL","2024-25",24,372,0.673913043478261,3,3,1,24,5,6,13,0.294896030245747,0.294896030245747,0.209939838586559,0.205734163287368,0.031382188451681,0.276392391865691,3,0.0528059602266158,9,0.0164903457047059,2,0.0875441263624417,0.0875441263624417,NA,NA,NA
"MEM","2024-25",21,343,0.816666666666667,2,2,1,21,5,0,0,0.1425,0.1425,0.103241532566217,0.100415876674772,0.0414832880934854,0.173092185736444,1,0.00290695203529144,4,0.00152147489566434,3,0.0204836002066116,0.0204836002066116,NA,NA,NA
"MIA","2024-25",21,318,0.757142857142857,5,5,1,21,5,0,0,0.26,0.26,0.198732407688929,0.198979087005817,0.0305774138142559,0.211039354137935,2,0.0284996637791227,5,0.00707052727344659,3,0.0660468346128621,0.0660468346128621,NA,NA,NA
"MIL","2024-25",23,345,0.681818181818182,7,7,1,23,5,3,11,0.285123966942149,0.332644628099174,0.200420716520234,0.248301603915417,0.0350425283645472,0.278246834317098,2,0.0812056290695232,6,0.0284562066792692,3,0.0815080166645626,0.0815080166645626,NA,NA,NA
"MIN","2024-25",20,237,0.623684210526316,3,3,1,20,5,0,0,0.343490304709141,0.398891966759003,0.223940272374373,0.279230672287199,0.0788720871823365,0.298156656668396,2,0.129110363367694,8,0.0246933361818797,2,0.132760010749798,0.132760010749798,NA,NA,NA
"NOP","2024-25",25,428,0.713333333333333,7,7,1,25,5,5,13,0.298611111111111,0.298611111111111,0.224387993204098,0.223520229857439,0.0305556502340923,0.254507918154811,2,0.0903326709756311,8,0.0137293650100447,2,0.0887999320435771,0.0903326709756311,NA,NA,NA
"NYK","2024-25",21,294,0.7,6,6,1,21,5,4,12,0.315,0.2625,0.234383990908197,0.18449971277708,0.0346985262544473,0.257215361199818,2,0.0269274376417234,3,0.0247119255865612,2,0.0766571091246416,0.0766571091246416,NA,NA,NA
"OKC","2024-25",18,262,0.856209150326797,5,5,1,18,5,0,0,0.15916955017301,0.15916955017301,0.129283284302783,0.129592881826003,0.0175030635454511,0.162251256621916,1,0.00757531612376891,1,0,2,0.0255190311418685,0.0255190311418685,NA,NA,NA
"ORL","2024-25",17,247,0.908088235294118,5,5,1,17,5,0,0,0.1015625,0.1015625,0.0828703703703702,0.0843460648148147,0.0143526785714286,0.136986407792877,1,0.00403219197167632,1,0,2,0.015328,0.015328,NA,NA,NA
"PHI","2024-25",30,509,0.585057471264368,4,4,1,30,5,0,0,0.43281807372176,0.43281807372176,0.29694869834334,0.296885721520624,0.0759072234990635,0.394033932123877,2,0.133867400542687,16,0.0331826726004608,2,0.152777777777778,0.152777777777778,NA,NA,NA
"PHX","2024-25",20,307,0.807894736842105,4,4,1,20,5,3,13,0.146814404432133,0.146814404432133,0.109611122589502,0.10764825058019,0.018035122259499,0.130562811281188,1,0,1,0,2,0.0462689020381328,0.0462689020381328,NA,NA,NA
"POR","2024-25",19,262,0.766081871345029,7,7,1,19,5,0,0,0.25,0.25,0.19261982148872,0.195091576432156,0.0228082319721753,0.250232017195022,2,0.0129290251150866,4,0.00377309014626193,3,0.053498053633218,0.053498053633218,NA,NA,NA
"SAC","2024-25",25,379,0.631666666666667,1,1,1,25,5,4,12,0.340277777777778,0.296875,0.232195670107456,0.197680493787451,0.0696354416349887,0.293081445227696,2,0.0191310280490946,6,0.028438955451438,3,0.0820943595557731,0.0820943595557731,NA,NA,NA
"SAS","2024-25",21,287,0.683333333333333,2,2,1,21,5,0,0,0.2825,0.2825,0.201921554073566,0.212808726056958,0.0380349803705067,0.25984172724787,2,0.0561133436122813,5,0.0242688390049655,2,0.09241884030775,0.09241884030775,NA,NA,NA
"TOR","2024-25",23,393,0.776679841897233,8,8,1,23,5,0,0,0.235537190082645,0.235537190082645,0.179203303510414,0.181970254642973,0.0166593138921946,0.242005197867522,2,0.0255780225187602,1,0,2,0.04875,0.04875,NA,NA,NA
"UTA","2024-25",20,328,0.863157894736842,9,9,1,20,5,4,14,0.14404432132964,0.14404432132964,0.121366159545131,0.119313899349367,0.00816477732451878,0.12491821806402,2,0.00265838786436645,1,0,2,0.0216904170022058,0.0216904170022058,NA,NA,NA
"WAS","2024-25",24,381,0.690217391304348,3,3,1,24,5,3,12,0.323251417769376,0.323251417769376,0.23841361151973,0.238126282508613,0.0451459653030572,0.27341805588623,2,0.0588036731629019,1,0,2,0.0883686773686516,0.0883686773686516,NA,NA,NA
